INSCRI2	INSCRI	ANO	PRESF1	B1	B2	Q1	Q2	G1	G2	F1	F2	H1	H2	M1	M2	Q13	RED	FASE1	REDCORR	ENEM2
20001114442	1114442	2000	1	2	0	0	1	2	2	1	2	0	0	1	2	13	12.5	43	-1	64,76
20001114459	1114459	2000	1	1	2	0	0	1	0	0	0	0	0	0	1	5	10.5	30.2	-1	64,76
20001114466	1114466	2000	1	1	2	3	1	3	3	2	4	3	0	3	2	27	12.5	57	-1	74,29
20001114473	1114473	2000	1	3	2	0	3	0	1	1	2	2	0	5	5	24	12.5	54	-1	95,24
20001114480	1114480	2000	1	1	1	1		2	2			5	1	0	1	14	8.5	34.4	-1	0
20001114497	1114497	2000	1		0	1		2	4	0		4		0	2	13	10	37	-1	62,86
20001114503	1114503	2000	1	4	3	4	1	2	2	1	4	4	0	5	5	35	12.5	65	-1	99,05
20001114510	1114510	2000	1	0	1	1	0	3	1	1	0	1	0	0	5	13	12	41.8	-1	70,48
20001114527	1114527	2000	1	0	0	0	0	1	1	2		1	0	0	5	10	9	31.6	-1	40
20001114534	1114534	2000	1	1	0	1	0	3	2		3	2	0	0		12	14.5	46.8	-1	91,43
20001114541	1114541	2000	1	0	1	1		1	3			1	0	0	4	11	10	35	-1	0
20001114558	1114558	2000	1	2	1	1		1	3			3	1	1	5	18	11.5	45.6	-1	0
20001114565	1114565	2000	1	1	0	5	1	2	3	1	3	3	1	0	2	22	14.5	56.8	-1	70,48
20001114572	1114572	2000	1	4	2	3	5	3	0	2	1	3	1	5	5	34	14.5	68.8	-1	102,86
20001114589	1114589	2000	1	2	1	1	1	4	2	4	3	5	1	3	5	32	14	65.6	-1	102,86
20001114596	1114596	2000	1	2	1	1	1	3	2	1	1	1		3	5	21	11	47.4	-1	0
20001114602	1114602	2000	1	0	1	1	0	1	1			1	2	0	2	9	11	35.4	-1	66,67
20001114619	1114619	2000	1	0	3	2	1	3	2	1	3	3	2	0	5	25	13	56.2	-1	83,81
20001114626	1114626	2000	1	1	0	0		3	0					0	1	5	11.5	32.6	-1	55,24
20001114633	1114633	2000	1	0	0	1	1			3	2	3	0	2	3	15	16	53.4	-1	0
20001114640	1114640	2000	1	1	1	1	0	2	4	1		3	1	0	1	15	0	0	-1	0
20001114657	1114657	2000	1	2	2	1	0	2	2			2	0	0	3	14	11.5	41.6	-1	66,67
20001114664	1114664	2000	1	0	1	1	0	0	3	1		2	0	0	2	10	6.5	25.6	-1	68,57
20001114671	1114671	2000	1	0	1	1	0	1	1		1	1	0	0	4	10	12	38.8	-1	0
20001114688	1114688	2000	1	0	1	1	1	1	1	1		3				9	14.5	43.8	-1	62,86
20001114695	1114695	2000	1	1	1		0	1	2	0		2	1		5	13	12.5	43	-1	59,05
20001114701	1114701	2000	1	0	1			0	3			1		0	1	6	13	37.2	-1	49,52
20001114718	1114718	2000	1	3	1	0	0	1	1	1	3	2	0	4	5	21	12.5	51	-1	91,43
20001114725	1114725	2000	1	0	1	0		1	4			0	1	0	3	10	13.5	42.4	-1	0
20001114732	1114732	2000	1	5	4	3	3	3	4	5	3	4	1	0	1	36	14.5	70.8	-1	104,76
20001114749	1114749	2000	1	2	2	1	0	3	2	1	0	0	0	0	5	16	13.5	48.4	-1	0
20001114756	1114756	2000	1	2	0	1	0	1	3			1	2	0	5	15	11.5	42.6	-1	0
20001114763	1114763	2000	1	2	1	1	0	3	2	1	0	1	0	1	5	17	14	50.6	-1	0
20001114770	1114770	2000	1	0		1				0		1		0	0	2	0	0	-1	0
20001114787	1114787	2000	1	1	0	2	0	2	2		1	1		2	3	14	9	35.6	-1	0
20001114794	1114794	2000	1	0	0	1	0	1	2			1		0	3	8	9.5	30.8	-1	55,24
20001114800	1114800	2000	1	0	2	1		1	1	1	3	3		3	5	20	14.5	54.8	-1	0
20001114817	1114817	2000	1	1	2	3	2	1	4			0	1	2	5	21	15.5	58.2	-1	89,52
20001114824	1114824	2000	1	1	0	0	0	1	2	1		0	0		1	6	10	30	-1	0
20001114831	1114831	2000	1	4	2	1	3	4	4	0	0	5	2	5	5	35	13.5	67.4	-1	83,81
20001114848	1114848	2000	1	3	0	1	1	1	3		1	3	0	0	5	18	11	44.4	-1	66,67
20001114855	1114855	2000	1	2	1	1	0	2	3	0	0	0	0	0	2	11	14	44.6	-1	47,62
20001114862	1114862	2000	1	3	4	1		2	4			5	0	0	3	22	15	58	-1	93,33
20001114879	1114879	2000	1	4	1	2	1	3		2	1	2	1	4	5	26	14.5	60.8	-1	104,76
20001114886	1114886	2000	1	0	0	1	0	3	4	0		3		0	5	16	10	40	-1	0
20001114893	1114893	2000	1	0	0	0	0	2	2			1	0	2	2	9	13	40.2	-1	45,71
20001114909	1114909	2000	1	2	2	1	1	3	3	1	2	1	1	0	3	20	13	51.2	-1	85,71
20001114916	1114916	2000	1	1	0	1	0	1	0	0	2	1	0	0	0	6	11	32.4	-1	41,9
20001114923	1114923	2000	1	3	2	4	1	3	2		3	4	1	1	5	29	15.5	66.2	-1	0
20001114930	1114930	2000	1	2	3	1	0	3	2	0		5	0		3	19	15	55	-1	0
20001114947	1114947	2000	1	0	3	1						1			2	7	13	38.2	-1	83,81
20001114954	1114954	2000	1	3	0	2	1	1	1	2	2	1		0	5	18	11	44.4	-1	72,38
20001114961	1114961	2000	1	2	1	2	1	3	3	3	0	2	1	5	5	28	12.5	58	-1	93,33
20001114978	1114978	2000	1	2	0	2	0	1	2	2	0	1	0	0	5	15	10	39	-1	0
20001114985	1114985	2000	1	2	1	0	0	2	4		2	3		0	3	17	12.5	47	-1	78,1
20001114992	1114992	2000	1	0	0			1	2			0		0	2	5	10.5	30.2	-1	0
20001115001	1115001	2000	1	2	0	0	0	1	1			4	0		2	10	12.5	40	-1	68,57
20001115018	1115018	2000	1	2	1	1	1	1	1	1	1	3	0	0	3	15	9	36.6	-1	70,48
20001115025	1115025	2000	1	2	1	1	0	4	3			0	2	1	5	19	13	50.2	-1	78,1
20001115032	1115032	2000	1	1	0	1	0	1	2	0	0	1	0	0	2	8	10.5	33.2	-1	55,24
20001115049	1115049	2000	1	1	0	2	0	2	1			1		0	5	12	6.5	27.6	-1	81,9
20001115056	1115056	2000	1	0	2	1		2				3	0		2	10	0	0	-1	60,95
20001115063	1115063	2000	1	2	2	2	0	2	2	0	1	5	0	0	3	19	14.5	53.8	-1	76,19
20001115070	1115070	2000	1	0	0	1		3	2	1		1	0	0	2	10	13.5	42.4	-1	0
20001115087	1115087	2000	1	1	2	1	0	0	2		2	4	1	0	5	18	12	46.8	-1	93,33
20001115094	1115094	2000	1	2	1	0	1	4	1	2	3	4	3	3	3	27	13	58.2	-1	76,19
20001115100	1115100	2000	1	0	2		0	3	2		0	2		0	2	11	11	37.4	-1	85,71
20001115117	1115117	2000	1	3	4	1	1	3	3	1	2	3	3	0	3	27	13.5	59.4	-1	78,1
20001115124	1115124	2000	1	0	1	0	0	3	2	0	0	0	0	0	0	6	13	37.2	-1	0
20001115131	1115131	2000	1	3	2	2	1	3	1	0	0	2	0	3	3	20	12.5	50	-1	0
20001115148	1115148	2000	1	0	0	0		1	1	0	0	2		0	5	9	12	37.8	-1	0
20001115155	1115155	2000	1	0	1	1	0	1	0	2	0	0	0	0	2	7	8.5	27.4	-1	0
20001115162	1115162	2000	1	0	2	1	1	3	2	2	1			0		12	12.5	42	-1	80
20001115179	1115179	2000	1	0	3	1	1	3	2	1	1	4	0	2	2	20	10	44	-1	70,48
20001115186	1115186	2000	1		0	0	0	3	2	0		2	1		5	13	12.5	43	-1	41,9
20001115193	1115193	2000	0														0	0	-1	87,62
20001115209	1115209	2000	1	1	2	1	1	2	3	1	0	4	0	5	2	22	12	50.8	-1	0
20001115216	1115216	2000	1	1	0	0	0	3	2	0	0	2				8	16	46.4	-1	53,33
20001115223	1115223	2000	1	0	0	0	0	1	2		1	0	0		1	5	10.5	30.2	-1	49,52
20001115230	1115230	2000	1	0	0	1	0	3	3	1		4	0	0	4	16	13.5	48.4	-1	78,1
20001115247	1115247	2000	1	0	2	2	0	3	2	1	2	3	2	2	2	21	13	52.2	-1	93,33
20001115254	1115254	2000	1	1	0	1	1	2	2	1	1	2	0	0	3	14	13	45.2	-1	70,48
20001115261	1115261	2000	1	1	3	2	0		2	1	3	0		0	3	15	12	43.8	-1	95,24
20001115278	1115278	2000	1	2	1	5	1	3	3	2	1	2	0	0	5	25	12.5	55	-1	72,38
20001115285	1115285	2000	1	3	3	1	1	3	1	1	2	4	0			19	12.5	49	-1	74,29
20001115292	1115292	2000	1	0	2	0	0	1	0	1	0	2	0	0	1	7	13	38.2	-1	40
20001115308	1115308	2000	1	2	1	2	1					1		3	2	12	10.5	37.2	-1	0
20001115315	1115315	2000	1	1	1	3	1	1	3	1	0	1	0	5	3	20	13.5	52.4	-1	0
20001115322	1115322	2000	1	3	1	2	1	4	3	2	2	5	1	0	5	29	17	69.8	-1	87,62
20001115339	1115339	2000	1	0	0	1	0	5	2	1	1					10	14.5	44.8	-1	66,67
20001115346	1115346	2000	1	2	1	1	0	3	4	3	2	5	1	3	2	27	12.5	57	-1	93,33
20001115353	1115353	2000	1	1	1	0	1	2	2	0	1	3	0	0	0	11	10	35	-1	43,81
20001115360	1115360	2000	1	2	2	3	0	2	1	2	3	3	1	0	5	24	15	60	-1	89,52
20001115377	1115377	2000	1	2	1	1	0	3	4			5	2	0	5	23	13.5	55.4	-1	87,62
20001115384	1115384	2000	1	0	0	1	0	0	2	0	0	3	1	2	1	10	13.5	42.4	-1	0
20001115391	1115391	2000	1	0	1	1		2	0					0	5	9	8.5	29.4	-1	66,67
20001115407	1115407	2000	1	3	0	0	1	2	4	0	0	1	0	1	1	13	13	44.2	-1	43,81
20001115414	1115414	2000	1	0	0	0	0	1	2	0	0	1	0	0	3	7	12.5	37	-1	45,71
20001115421	1115421	2000	1	2	0	0	0	4	3	0	1	3	0	0	2	15	12	43.8	-1	60,95
20001115438	1115438	2000	1	2	1	1	1	2	3	1	1	3	1	0	4	20	14.5	54.8	-1	64,76
20001115445	1115445	2000	1	0	1	3	1	4	2	0		2	0	0	1	14	13.5	46.4	-1	76,19
20001115452	1115452	2000	1	2	2	4	1	2	4			3	2	0	5	25	12	53.8	-1	0
20001115469	1115469	2000	1	3	1	1	1	1	1	5	2	3	0	0	3	21	13	52.2	-1	85,71
20001115476	1115476	2000	1	1	0	2	0	3	2	3	4	3	0	3	5	26	13	57.2	-1	0
20001115483	1115483	2000	1	3	1	1	0	3	3	0	0	3	0		1	15	13	46.2	-1	68,57
20001115490	1115490	2000	1	2	1	0	0	4	4	1	1	0			2	15	14	48.6	-1	0
20001115506	1115506	2000	1	2	1	0	1	3	1			2	0		2	12	13	43.2	-1	81,9
20001115513	1115513	2000	1	3	2	1	3	2	2	0	1	1	1	0	5	21	15	57	-1	81,9
20001115520	1115520	2000	1	1	0	1	0	1	2	2	1	2	2	0	2	14	11	40.4	-1	64,76
20001115537	1115537	2000	1	2	1	3	0	2	1		1	1	0	0	1	12	13	43.2	-1	0
20001115544	1115544	2000	1	2	0	1	0	0	3	0	0	0	0	0	2	8	12.5	38	-1	0
20001115551	1115551	2000	1	0	0	1	0	1	3	0	0	0	0	0	1	6	8.5	26.4	-1	0
20001115568	1115568	2000	1	0	1			1	2					0	1	5	12.5	35	-1	57,14
20001115575	1115575	2000	1	0	0	0	0	2	3	0		2	1	0	2	10	14	43.6	-1	66,67
20001115582	1115582	2000	1	0	0		0	2	1	1	0	0		0	2	6	14	39.6	-1	40
20001115599	1115599	2000	1	1	1	5	0	2	4	0	0	2	2	0	3	20	10.5	45.2	-1	85,71
20001115605	1115605	2000	1	3	0	3	1	2	3	2	2	4	0	5	5	30	12.5	60	-1	104,76
20001115612	1115612	2000	1	1	0	0	0	2	2			2	0	0	1	8	12.5	38	-1	0
20001115629	1115629	2000	1		0	1		2	4			3			2	12	14.5	46.8	-1	85,71
20001115636	1115636	2000	1	3	0	1	1	2	1	1	0	3	0	0	3	15	11.5	42.6	-1	70,48
20001115643	1115643	2000	1	0	0	1	0	1	1	0		2	0	0	2	7	11	33.4	-1	53,33
20001115650	1115650	2000	1	0	1	0	0	2	2	0		0		0	0	5	9	26.6	-1	0
20001115667	1115667	2000	1	0	3	1	0	1	2	0		1		0	3	11	13	42.2	-1	78,1
20001115674	1115674	2000	1	0	2	0	0	1	1	1		3	0	0	1	9	10.5	34.2	-1	64,76
20001115681	1115681	2000	1	2	2	1	1	1	3	0		3	1	0	2	16	14.5	50.8	-1	87,62
20001115698	1115698	2000	1	0	0	0		1	4			2	0			7	10.5	32.2	-1	26,67
20001115704	1115704	2000	1	3	0	1	0	1	3	1	0	3	0	0	2	14	11.5	41.6	-1	0
20001115711	1115711	2000	1	0	0		0	0	2	0	0	2	0	0	1	5	10.5	30.2	-1	0
20001115728	1115728	2000	1	2	2	1	1	3	2	0	0	0	0	0	2	13	15.5	50.2	-1	64,76
20001115735	1115735	2000	1	3	0			0	2			0	1	0	1	7	10.5	32.2	-1	60,95
20001115742	1115742	2000	1	0	0			1						0		1	8	20.2	-1	0
20001115759	1115759	2000	1	0	0			1				1				2	10.5	27.2	-1	0
20001115766	1115766	2000	1	0	0	0	0	1	0	0		4	3	0		8	12	36.8	-1	78,1
20001115773	1115773	2000	1	0	1	1			2			4	1		2	11	12.5	41	-1	0
20001115780	1115780	2000	1	0	0	1		1	5	0					2	9	14.5	43.8	-1	70,48
20001115797	1115797	2000	1						4					0	0	4	11	30.4	-1	45,71
20001115803	1115803	2000	1	1		0	0	1	3	0	0	1	0	0	5	11	13	42.2	-1	62,86
20001115810	1115810	2000	1	0	0	1	0	2	4	1		1		0	2	11	14	44.6	-1	68,57
20001115827	1115827	2000	1	1	2	1	0	3	1	1	1	3	1	3	3	20	14.5	54.8	-1	70,48
20001115834	1115834	2000	1	2	1	0	0	4	4			2	0	0	0	13	14.5	47.8	-1	89,52
20001115841	1115841	2000	1	3	2	3	0	2	2			2	0	5	2	21	14	54.6	-1	81,9
20001115858	1115858	2000	1	0	0	0	0	3	2	1	1	0		0		7	15	43	-1	93,33
20001115865	1115865	2000	1	0	1	1	0	4	4	0	2	4	1	0	2	19	13.5	51.4	-1	62,86
20001115872	1115872	2000	1	0	1	0	0	1	0	0						2	10	26	-1	76,19
20001115889	1115889	2000	1	1	0	1	0	2	2	1		1		0	2	10	12	38.8	-1	62,86
20001115896	1115896	2000	1	0	0	0	0	3	3		4	3	1	5	3	22	12	50.8	-1	89,52
20001115902	1115902	2000	1	0	0	0	0	2	2	0	0					4	9	25.6	-1	43,81
20001115919	1115919	2000	1	0	1	1	0	2	2	0	0	0	2	3	2	13	15	49	-1	87,62
20001115926	1115926	2000	1	3	1	5	1	4	2	0	1	4	3	1	1	26	13.5	58.4	-1	95,24
20001115933	1115933	2000	1	1	2	1	2	1	3	2		5	0	0	2	19	15	55	-1	110,48
20001115940	1115940	2000	1	0	1	0	0	2	0	1	0	3	0	0	0	7	12.5	37	-1	60,95
20001115957	1115957	2000	1	0	0			0	1			3		0	5	9	12.5	39	-1	66,67
20001115964	1115964	2000	1	0	0	3	1	2	1	1	1	4	1	5	3	22	12	50.8	-1	95,24
20001115971	1115971	2000	1	0	0	0	0	1	2	0	0	2	0		2	7	16	45.4	-1	45,71
20001115988	1115988	2000	1	0		1	0	3	4	1	0	3	0	5	5	22	14	55.6	-1	62,86
20001115995	1115995	2000	1	5		0	1	1	3	2	4	2	0	0	5	23	15	59	-1	91,43
20001116004	1116004	2000	1	1	0	0	1	2	1	1	1	1	0	0	5	13	11	39.4	-1	64,76
20001116011	1116011	2000	1	2	4	3	1	3	2	5	3	4	2	5	5	39	15	75	-1	100,95
20001116028	1116028	2000	1	2	2	1		2	4			2	3	0	3	19	15.5	56.2	-1	0
20001116035	1116035	2000	1	0	0	1		1	1			0	0			3	10	27	-1	49,52
20001116042	1116042	2000	1	1	0	0	0	2	1	0		0	0		0	4	10.5	29.2	-1	30,48
20001116059	1116059	2000	1	1	2	1		2	0		0	1	1	1	5	14	11.5	41.6	-1	76,19
20001116066	1116066	2000	1	3	1	0	1	2	4	2	4	3	1	5	5	31	14	64.6	-1	91,43
20001116073	1116073	2000	1	1	2	1		2	1			3			5	15	11	41.4	-1	85,71
20001116080	1116080	2000	0														0	0	-1	104,76
20001116097	1116097	2000	1	0	0	1	0	1	2	1	0	0	0	0	5	10	13.5	42.4	-1	0
20001116103	1116103	2000	0														0	0	-1	0
20001116110	1116110	2000	1	2	4	5	1	3	3	4	3	3	3	5	5	41	14	74.6	-1	99,05
20001116127	1116127	2000	1	5	3	3	1	2	4	2	3	5	2	5	3	38	15	74	-1	97,14
20001116134	1116134	2000	1	0	1	0	0	2	1	1		0	0	0	1	6	10.5	31.2	-1	28,57
20001116141	1116141	2000	1	3	1	5	1	5	3	0	4	3	0	1	5	31	12	59.8	-1	91,43
20001116158	1116158	2000	1	2	0	4	1	5	4	2	4	2	0	1	1	26	15	62	-1	100,95
20001116165	1116165	2000	1	1	2	1	0	2	1	1	1	1	0	0	5	15	13	46.2	-1	47,62
20001116172	1116172	2000	1	2	2	1	1	1		2	4	3		0	5	21	11	47.4	-1	95,24
20001116189	1116189	2000	1	2	4	3	1	4	2	1	0	3	0	0	2	22	15	58	-1	104,76
20001116196	1116196	2000	1	0	0	1	0	1	2	0	0	3	0	0	0	7	12	35.8	-1	0
20001116202	1116202	2000	1	0	1	0	1	2	0	1	1	3	1	1	2	13	13.5	45.4	-1	0
20001116219	1116219	2000	1	2	3	2		3	3	1	0	0	1	3	5	23	12.5	53	-1	87,62
20001116226	1116226	2000	1	5	2	4	1	1	1	4	2	1	0	0		21	11	47.4	-1	91,43
20001116233	1116233	2000	1	1	0	0	0		2		0	0		0	2	5	12	33.8	-1	0
20001116240	1116240	2000	1	0	0			1	2			0	0	0	3	6	10.5	31.2	-1	43,81
20001116257	1116257	2000	1	1		1	0	1	1	0		1		0	2	7	9.5	29.8	-1	34,29
20001116264	1116264	2000	1												2	2	10.5	27.2	-1	0
20001116271	1116271	2000	1	4	1	2	1	2	1	1	3	4	0	3	5	27	14.5	61.8	-1	0
20001116288	1116288	2000	1	0	2	0	0	3	3	0	2	2	1	2	3	18	13	49.2	-1	70,48
20001116295	1116295	2000	1	2	0	0	1	3	3	0		0		0	1	10	10.5	35.2	-1	0
20001116301	1116301	2000	1	1	1	0	0	2	3	1	0	4	1	0	3	16	14.5	50.8	-1	97,14
20001116318	1116318	2000	1	0	2	1	0	2	4	0	0	2	2	0	1	14	12.5	44	-1	0
20001116325	1116325	2000	1	4	3	4	1	2	2	1	0	0		5	5	27	13	58.2	-1	80
20001116332	1116332	2000	1	1	0	1	1	2	3	0	1	2		0	5	16	11.5	43.6	-1	78,1
20001116349	1116349	2000	1	1	1	4	1	1	3	0		3		0	3	17	12.5	47	-1	78,1
20001116356	1116356	2000	1	3	0	4	1	2	2		0	2		0	5	19	15	55	-1	70,48
20001116363	1116363	2000	1	0	1	0	1	1	1	2	0	0	0	0	5	11	10	35	-1	0
20001116370	1116370	2000	1	1	0	1	0	2	3	0	0	3	1	0	2	13	13	44.2	-1	0
20001116387	1116387	2000	1	0	1	0		0					0		1	2	9	23.6	-1	0
20001116394	1116394	2000	1	1	0	0						2	0			3	12.5	33	-1	0
20001116400	1116400	2000	1	2	1	1	0	3	3		3	3		5	5	26	14	59.6	-1	89,52
20001116417	1116417	2000	1						0			0		5	5	10	10	34	-1	0
20001116424	1116424	2000	1	2	1	3	5	3	3	4	3	5	4	5	3	41	14	74.6	-1	0
20001116431	1116431	2000	1												3	3	9	24.6	-1	0
20001116448	1116448	2000	1		0	0		0	2						5	7	11	33.4	-1	0
20001116455	1116455	2000	1	2	2	0	0	0	3	0		1	1	0	5	14	12.5	44	-1	0
20001116462	1116462	2000	1	1	0	1	1	2	4	1	1	2	2	0	1	16	12.5	46	-1	0
20001116479	1116479	2000	1	2	1	0	1	2	1	0	4	3	1	2	3	20	13.5	52.4	-1	97,14
20001116486	1116486	2000	1	1	1	1	0	2	3	0		2	0	0	3	13	12.5	43	-1	0
20001116493	1116493	2000	1	1	0	0	0	1	1	0	0	1	0	0	3	7	11.5	34.6	-1	0
20001116509	1116509	2000	1					3	2			0		0	1	6	0	0	-1	74,29
20001116516	1116516	2000	1	0	0	0	0	1	0	0	0	1	1	0	4	7	7	23.8	-1	0
20001116523	1116523	2000	1	3	5	2	1		3	2	3	4		5	3	31	15	67	-1	114,29
20001116530	1116530	2000	1	0		0	0	0	2	0		0	0		1	3	9	24.6	-1	0
20001116547	1116547	2000	1	3	1	3	1	3	4	2	2	4		0		23	15	59	-1	87,62
20001116554	1116554	2000	1	2	0	1								0	4	7	10.5	32.2	-1	89,52
20001116561	1116561	2000	1	1	0	0	0	1	2	1		0	1	0	1	7	14	40.6	-1	60,95
20001116578	1116578	2000	1	0	0	1	1	2	0		0	1	0	0	3	8	9	29.6	-1	51,43
20001116585	1116585	2000	1	1	0	3	1	1	3	0		2	0		3	14	14	47.6	-1	80
20001116592	1116592	2000	1	2	0	1	1	1	2	0	0	2	0		5	14	14.5	48.8	-1	74,29
20001116608	1116608	2000	1	0	0	0	0	1	3	0	0	0	0	0	0	4	10	28	-1	0
20001116615	1116615	2000	1	1	0	0	0	2	0			1	0		2	6	15	42	-1	0
20001116622	1116622	2000	1	2	0	3	0	3	5	2	3	5	2	3	2	30	17	70.8	-1	112,38
20001116639	1116639	2000	1	2	2	0	1	2	3	0	0	1	1	0	2	14	12.5	44	-1	76,19
20001116646	1116646	2000	1	0	1	0	0	2	2	2	0	2	0	3	2	14	13.5	46.4	-1	0
20001116653	1116653	2000	1	3	1	3	1	4	2	1	1	3	0	0	5	24	14	57.6	-1	93,33
20001116660	1116660	2000	1	2	1	0			2						1	6	0	0	-1	0
20001116677	1116677	2000	1	0	1	1								0	1	3	11.5	30.6	-1	0
20001116684	1116684	2000	1	4	3	5	1	2		1	1	5	0	0	5	27	15	63	-1	0
20001116691	1116691	2000	1	1	0	2	1	1	2	1	1	0	0	0	5	14	13	45.2	-1	0
20001116707	1116707	2000	1		0		0	1	1			0	0			2	11	28.4	-1	0
20001116714	1116714	2000	1	1	0	1	1	2	2			1		0	3	11	14.5	45.8	-1	62,86
20001116721	1116721	2000	1					2						1	3	6	14.5	40.8	-1	0
20001116738	1116738	2000	1	0	2		0	1	2						1	6	12.5	36	-1	0
20001116745	1116745	2000	1	2	3	3	1	3	3	2	1	2	1	5	3	29	12	57.8	-1	104,76
20001116752	1116752	2000	1	1	2	0	0	3	4	0	0	3	0	0	0	13	12	41.8	-1	59,05
20001116769	1116769	2000	1	0	0	0	0	1	1	1		1	1		2	7	10	31	-1	51,43
20001116776	1116776	2000	1	2	2	1	0	2	4			1	0	0	2	14	13.5	46.4	-1	0
20001116783	1116783	2000	1					1				2				3	9.5	25.8	-1	51,43
20001116790	1116790	2000	1	1	0	1		1	3	0		3	0	0	1	10	11	36.4	-1	0
20001116806	1116806	2000	1	0	0			0	1	0		0	0	0	5	6	11	32.4	-1	78,1
20001116813	1116813	2000	1	3	0	2	1	2	3	1	1	5	1	5	5	29	15	65	-1	108,57
20001116820	1116820	2000	1	3		0	1	2	3	1	2	1		0	1	14	14	47.6	-1	80
20001116837	1116837	2000	0														0	0	-1	0
20001116844	1116844	2000	1	0	0	0		1	1			1		3	3	9	14.5	43.8	-1	89,52
20001116851	1116851	2000	1	1	2	1	3	4	1	2	1	4	4	5	5	33	13	64.2	-1	102,86
20001116868	1116868	2000	1	1	0	1	0	2	2	0		1			1	8	12	36.8	-1	0
20001116875	1116875	2000	1	4	2	3	1	2	2	2	4	1	0	5	5	31	14	64.6	-1	97,14
20001116882	1116882	2000	1	2	1	3	2	2	1	1	2	1	0	3	4	22	13	53.2	-1	108,57
20001116899	1116899	2000	1	3	3	4	1	3	1	2	1	3	0	5	3	29	14.5	63.8	-1	100,95
20001116905	1116905	2000	1			1	0		4	0		1	1			7	8	26.2	-1	0
20001116912	1116912	2000	1	1	2	0		2	5	0	0	3	2	0	2	17	10.5	42.2	-1	0
20001116929	1116929	2000	1	5	3	1	1	3	3	0		4		0	3	23	11	49.4	-1	85,71
20001116936	1116936	2000	1	3	2	1	0	1	4	4	3	0	3	2	5	28	12	56.8	-1	0
20001116943	1116943	2000	1	2	1	3	1	2	2	1		1	0	0	4	17	13	48.2	-1	59,05
20001116950	1116950	2000	1	3	0	0	0	2	1		0	2			1	9	12.5	39	-1	68,57
20001116967	1116967	2000	1	1	1	1	0	1	0	0	0	1	0	0	1	6	7.5	24	-1	57,14
20001116974	1116974	2000	1	0	0	1	0	1	3	1		1	0	0		7	11.5	34.6	-1	26,67
20001116981	1116981	2000	1	1	1	1	0	2	2	1	1	1	1	0	2	13	15	49	-1	0
20001116998	1116998	2000	0														0	0	-1	0
20001117007	1117007	2000	1	0	1	1	0	1	2	1	1	0	0	1	5	13	13	44.2	-1	91,43
20001117014	1117014	2000	1		0	1	0	1	4			5		0	1	12	13.5	44.4	-1	0
20001117021	1117021	2000	1	1	1	1	0	2	1	0	0	2	0		3	11	11.5	38.6	-1	0
20001117038	1117038	2000	1	1	0	0		1	4			1	1	0	2	10	12	38.8	-1	0
20001117045	1117045	2000	1	0	2	0	0	1	1			3	0		2	9	15	45	-1	38,1
20001117052	1117052	2000	1	3	1	1	1	1	2	0	0	2	0	1	1	13	12	41.8	-1	64,76
20001117069	1117069	2000	1	4	3	4	3	5	3	2	3	5		5	5	42	15.5	79.2	-1	108,57
20001117076	1117076	2000	1	5	0	1	0	4	3	0	1	3	0	0	2	19	11	45.4	-1	0
20001117083	1117083	2000	1	2	0	1	0	1	2			1	2		2	11	12	39.8	-1	0
20001117090	1117090	2000	1	2	1	1	1	2	3			3	0	0	5	18	12.5	48	-1	81,9
20001117106	1117106	2000	1	2	0	1		0	3			2		0	2	10	12.5	40	-1	66,67
20001117113	1117113	2000	1	3	2	2	2	3	1	3	4	2	0	5	3	30	10	54	-1	0
20001117120	1117120	2000	1	1	0	0		1	2			1				5	13	36.2	-1	0
20001117137	1117137	2000	1	3	1	2	1	2	3	0	1	3	0	5	5	26	14	59.6	-1	87,62
20001117144	1117144	2000	1	2	2	1	0	0	1	0		1	0	0	5	12	13	43.2	-1	89,52
20001117151	1117151	2000	1	1	0	1	0	1	3	1	0	0	0	0	2	9	12.5	39	-1	43,81
20001117168	1117168	2000	1	4	0	0	0	1	0		0	1	0	0	0	6	11	32.4	-1	55,24
20001117175	1117175	2000	1	4	3	1		3	2	0		2	0		3	18	12.5	48	-1	78,1
20001117182	1117182	2000	1	1	1	1	0	2	1	0	0	3	1	2	2	14	10	38	-1	0
20001117199	1117199	2000	1	0	1		0	1	2	1	1			0	2	8	9.5	30.8	-1	43,81
20001117205	1117205	2000	1	1	0			2				0	0		2	5	11.5	32.6	-1	62,86
20001117212	1117212	2000	1	3	0	5	1	3	3	0	2	3	0	5	5	30	14	63.6	-1	89,52
20001117229	1117229	2000	1	1	3	1	0	4	4	0	0	1	0	0	3	17	11.5	44.6	-1	89,52
20001117236	1117236	2000	1	1	1	3	1	1	2	1	1	0	1	0	3	15	12	43.8	-1	66,67
20001117243	1117243	2000	1	3	0	0	1	1	4	1	1	2	0	0	2	15	13.5	47.4	-1	80
20001117250	1117250	2000	1	3	0	1		1	2			2			2	11	16	49.4	-1	0
20001117267	1117267	2000	1	2	0	1		1	3			3		2	3	15	15.5	52.2	-1	0
20001117274	1117274	2000	1	1	0	0		2	2			4	0		3	12	13.5	44.4	-1	64,76
20001117281	1117281	2000	1	0	0	1	0	1		0	0	0	0	0	2	4	10	28	-1	0
20001117298	1117298	2000	1	3	1	0		2	4			4	2	1	4	21	14.5	55.8	-1	0
