INSCRI2	INSCRI	ANO	PRESF1	B1	B2	Q1	Q2	G1	G2	F1	F2	H1	H2	M1	M2	Q13	RED	FASE1	REDCORR	ENEM2
20001250915	1250915	2000	1	3	0	1	1	1	1		0	1	0	0	5	13	6.5	28.6	-1	89,52
20001250922	1250922	2000	1	2	2	3	1	2	1	1	3	4	0	3	5	27	15	63	-1	91,43
20001250939	1250939	2000	1	4	4	3	1	2	2		3	0	2	0	3	24	13	55.2	-1	93,33
20001250946	1250946	2000	1	3	3	0	1	5	3	2	3	3	0	0	3	26	15	62	-1	81,9
20001250953	1250953	2000	1	4	2	5	0	1	1	1	1	5	1	5	4	30	14	63.6	-1	87,62
20001250960	1250960	2000	1	2	1	2	1	1	5	0	0	2	0	1	2	17	12.5	47	-1	89,52
20001250977	1250977	2000	1	3	2	1		2	1	0	4	1	2	3	4	23	12.5	53	-1	80
20001250984	1250984	2000	1	1	1	1	0	1	2	0	0	2	0	0	1	9	13.5	41.4	-1	81,9
20001250991	1250991	2000	1	2	1	1	1	2	3	0	1	0	2	0	2	15	13	46.2	-1	78,1
20001251000	1251000	2000	1	3	3	4	2	3	2	1		3	2	0	5	28	15	64	-1	95,24
20001251017	1251017	2000	1	2	0	1	0	0	1		0	0		0	3	7	11.5	34.6	-1	0
20001251024	1251024	2000	1	3	2	3	1	4	2	3	3	3	0	0	2	26	12	54.8	-1	81,9
20001251031	1251031	2000	1	1	1	2	1	4	4	1	1	4	0	0	5	24	12.5	54	-1	85,71
20001251048	1251048	2000	1	3	2	0	1	1	2	0	0	3	0	0	3	15	11.5	42.6	-1	60,95
20001251055	1251055	2000	0														0	0	-1	87,62
20001251062	1251062	2000	1	1	0	2	1	3	2	2	1	2	0	0	5	19	12.5	49	-1	83,81
20001251079	1251079	2000	1	3	0	1	1	1	2	3	1	3	0	0	2	17	12.5	47	-1	80
20001251086	1251086	2000	1	2	1	4	1	3	2	1		5		0	0	19	15.5	56.2	-1	0
20001251093	1251093	2000	1	1	1	0	1	2	4	1	2	1		0	2	15	12.5	45	-1	80
20001251109	1251109	2000	1	1	0	0	0	3	1	0	0	1	0	0	3	9	13.5	41.4	-1	0
20001251116	1251116	2000	1	1	0	1	0	2	1	2	0	3	0	0	5	15	11.5	42.6	-1	64,76
20001251123	1251123	2000	1	3	0	3	1	3	2	0		2	0	5	2	21	11.5	48.6	-1	70,48
20001251130	1251130	2000	1	0	1	0	0	2	0	0	0	2	1	0	0	6	0	0	-1	0
20001251147	1251147	2000	1	2	2	1	1	4	3	0	2	1	2	0	4	22	10	46	-1	0
20001251154	1251154	2000	1	3	4	5	1		2		4	5		5	5	34	12.5	64	-1	106,67
20001251161	1251161	2000	1	0	0	1	1	3	2	3	2	5	0	5	5	27	15.5	64.2	-1	66,67
20001251178	1251178	2000	1	1	0	3	2	3	3	0	2	3	1	1	3	22	12.5	52	-1	87,62
20001251185	1251185	2000	1	3	3	1	0	4	4	1	1	1	0	0	5	23	14	56.6	-1	91,43
20001251192	1251192	2000	1	2	0	5	1	2	3	2	5	3	2	5	3	33	11	59.4	-1	108,57
20001251208	1251208	2000	1	2	3	3	3	5	5	1	2	3	3	0	5	35	14.5	69.8	-1	87,62
20001251215	1251215	2000	1	2	0	0	0	2	3			0		0	5	12	11.5	39.6	-1	70,48
20001251222	1251222	2000	1	2	1	0		3	3	0	2	4	0	0	2	17	10	41	-1	60,95
20001251239	1251239	2000	1	2	1	1	0	0	2	2		1	0	1	5	15	8	34.2	-1	81,9
20001251246	1251246	2000	1	2	3	2		4	1			2	0	3	5	22	9.5	44.8	-1	70,48
20001251253	1251253	2000	1	0	1	1	0	2	2		0	1	0	0	2	9	11.5	36.6	-1	72,38
20001251260	1251260	2000	1	0		0		1	1			3		0	2	7	10.5	32.2	-1	76,19
20001251277	1251277	2000	1	3	2	4	2	4	3	4	4	2	1	5	5	39	13.5	71.4	-1	114,29
20001251284	1251284	2000	1	5	3	3	1	4	3	2	4	5	0	0	3	33	15.5	70.2	-1	95,24
20001251291	1251291	2000	1	3	0	3	1	5	3	2	2	3	0	1	5	28	16.5	67.6	-1	95,24
20001251307	1251307	2000	1	4	2	5	1	2	1	0	2	3	0	5	2	27	14.5	61.8	-1	62,86
20001251314	1251314	2000	1	3	1	0	1	3	3	1	2	1	0	0	3	18	11.5	45.6	-1	68,57
20001251321	1251321	2000	1	3	0	1	0	1	1	1		1	1	0	3	12	10	36	-1	0
20001251338	1251338	2000	1	3	2	3	3	2	4	1	2	4	2	5	5	36	12.5	66	-1	85,71
20001251345	1251345	2000	1	2	1	3	1	3	3	1	3	5	0	5	5	32	13	63.2	-1	91,43
20001251352	1251352	2000	1	1	0	0		0	1	1		1			2	6	9	27.6	-1	0
20001251369	1251369	2000	1	4	4	2	1	3	3	1		2	0	0	1	21	13	52.2	-1	81,9
20001251376	1251376	2000	1	0	1			2	3					0	2	8	10	32	-1	0
20001251383	1251383	2000	1	2	0	0	0	3	4	0	1	1	1	0	5	17	12.5	47	-1	55,24
20001251390	1251390	2000	1	0	0			1	4			4	0		1	10	10	34	-1	70,48
20001251406	1251406	2000	1	4	2	4	4	3	3	4	3	3	4	0	5	39	15.5	76.2	-1	106,67
20001251413	1251413	2000	1	1	0	1	1	2	1		2	4		5	3	20	11.5	47.6	-1	100,95
20001251420	1251420	2000	1	3	2	3	4	4	3	4	2	4	1	3	5	38	15	74	-1	114,29
20001251437	1251437	2000	1	1	0	0	0	2	4		2	2	0	0	5	16	12	44.8	-1	0
20001251444	1251444	2000	1	2	3	1	1	2	3	1		1	0	3	2	19	12.5	49	-1	91,43
20001251451	1251451	2000	1	2	1	1	1	1	2	0	0	3	0	0	5	16	11	42.4	-1	70,48
20001251468	1251468	2000	1	0	0	0		1	0			0				1	8.5	21.4	-1	49,52
20001251475	1251475	2000	1	2	1	1	0	2	1	2	4	1	0	3	5	22	10	46	-1	95,24
20001251482	1251482	2000	0														0	0	-1	66,67
20001251499	1251499	2000	1	3	2	3	2	3	2	2	2	5		2	5	31	11.5	58.6	-1	87,62
20001251505	1251505	2000	1	3	1	0	1	5	3	0	0	3	1	0	3	20	14	53.6	-1	74,29
20001251512	1251512	2000	1	2	2	4	1	3	5	1	2	3	2	5	2	32	14.5	66.8	-1	91,43
20001251529	1251529	2000	1	4	3	5	1	4	3	2	1	2	0	0	5	30	13.5	62.4	-1	102,86
20001251536	1251536	2000	1		1	0	0	3	3	0		2		0	1	10	10	34	-1	62,86
20001251543	1251543	2000	1	3	1	0	0	3	3	0	1	1	0	0	5	17	11	43.4	-1	0
20001251550	1251550	2000	1	4	2	5	1	3	3	1	2	5		5	5	36	12.5	66	-1	106,67
20001251567	1251567	2000	1		2	0	0	1	4			1			1	9	12	37.8	-1	78,1
20001251574	1251574	2000	1	2	2	3	1	1	4	2	4	1	0	5	5	30	14	63.6	-1	100,95
20001251581	1251581	2000	1	3	4	4	3	3	4	2	5	5	4	5	5	47	15.5	84.2	-1	110,48
20001251598	1251598	2000	1	2	1	3	1		2	1	2	3		0	5	20	13	51.2	-1	68,57
20001251604	1251604	2000	1	2	1	1	1	3	2	2	4	1	1	0	5	23	13	54.2	-1	97,14
20001251611	1251611	2000	1	2	2	2	1	1	3	3	3	3	0	0	3	23	13	54.2	-1	89,52
20001251628	1251628	2000	1	3	2	1	1	4	3	0	0	4	0	3	2	23	13	54.2	-1	93,33
20001251635	1251635	2000	1	3	1	2	1	3	3			5	1	0	5	24	10.5	49.2	-1	64,76
20001251642	1251642	2000	1	2	2	0	1	3	4	1	2	5	0	0	3	23	12.5	53	-1	100,95
20001251659	1251659	2000	1	1	1	1	1	3	3	1	1	2	1	0	5	20	11	46.4	-1	62,86
20001251666	1251666	2000	1	3	3	3	1	4	2	1	2	3	0	5	5	32	14	65.6	-1	99,05
20001251673	1251673	2000	1	0	0	0	0	3	2	0		1	0	0	2	8	13	39.2	-1	85,71
20001251680	1251680	2000	1	3	2	2	1	2	3	3	3	4	3	3	5	34	12	62.8	-1	112,38
20001251697	1251697	2000	1	2	4	3	1	4	5	3	3	5	3	3	5	41	16	79.4	-1	114,29
20001251703	1251703	2000	1	3	2	0	1	1	3	1	2	3	3	3	3	25	10.5	50.2	-1	87,62
20001251710	1251710	2000	1	1	1	1	1	1	0		0	0	0	0	2	7	11	33.4	-1	74,29
20001251727	1251727	2000	1	1	0	1	0	4	2			3	0		2	13	11.5	40.6	-1	60,95
20001251734	1251734	2000	1	2	3	3	1	4	2	4	1	3	3	3	5	34	13	65.2	-1	95,24
20001251741	1251741	2000	1	3	1	1	0	2	3	1	3	2	2	3	5	26	10.5	51.2	-1	95,24
20001251758	1251758	2000	0														0	0	-1	108,57
20001251765	1251765	2000	1	2	0	1	1	3	3	0	0	1	0	0	5	16	9.5	38.8	-1	47,62
20001251772	1251772	2000	1	3	1	3	1	3	4		4	1	0	3	5	28	14.5	62.8	-1	80
20001251789	1251789	2000	1	1	1	5	3	3	2	4	4	3	0	3	5	34	14.5	68.8	-1	104,76
20001251796	1251796	2000	1	3	1	1	1	4	4	1	3	3	0	5	3	29	15	65	-1	99,05
20001251802	1251802	2000	1	2	2	5	1	4	3	0	2	4	0	0	5	28	14	61.6	-1	91,43
20001251819	1251819	2000	1	0	0	0	1	2	4	1	0	2	0	0	2	12	11	38.4	-1	53,33
20001251826	1251826	2000	1	2	2	1	1	2	4	0	1	2	1	5	2	23	11	49.4	-1	78,1
20001251833	1251833	2000	1	0	2	1	1	1	1	1		3	0		2	12	15	48	-1	78,1
20001251840	1251840	2000	0														0	0	-1	57,14
20001251857	1251857	2000	1	2	1	1	0	3	3	1	2	2	0	0	2	17	13	48.2	-1	85,71
20001251864	1251864	2000	1	4	2	2	2	3	3	3	4	4	0	5	4	36	12	64.8	-1	89,52
20001251871	1251871	2000	1	1	0			5	3	1		4	0		5	19	14	52.6	-1	83,81
20001251888	1251888	2000	1	0	2	0	1	3	1	2	4	4	1	3	5	26	10.5	51.2	-1	110,48
20001251895	1251895	2000	1	3	4	0	0	4	2	4		3	1	5	5	31	11.5	58.6	-1	99,05
20001251901	1251901	2000	1	2	3	2		2	2	1		0		5	5	22	13	53.2	-1	0
20001251918	1251918	2000	1	1	0	1	0	1	1	0	1	3	0	0	5	13	10	37	-1	0
20001251925	1251925	2000	1	2	2	5	2	2	3		2	2	0	0	1	21	13.5	53.4	-1	95,24
20001251932	1251932	2000	1	4	2	5	0	3	1	3	2	4	1	3	5	33	12.5	63	-1	95,24
20001251949	1251949	2000	1	2	3		1	3	0	3		3	0	3	2	20	11.5	47.6	-1	81,9
20001251956	1251956	2000	1	3	5	4	1	5	3	3	1	5	2	5	4	41	13.5	73.4	-1	106,67
20001251963	1251963	2000	1	4	4	1	1	4	4	2	1	4	2	3	2	32	12.5	62	-1	104,76
20001251970	1251970	2000	1	3	1	1	1	2	3	0	0	0	0	0	3	14	10.5	39.2	-1	60,95
20001251987	1251987	2000	1	4	4	4	3	4	3	4	4	3	0	0	5	38	13	69.2	-1	108,57
20001251994	1251994	2000	1	0	0	0	0	1	2	0	0	0	0	0	2	5	10	29	-1	45,71
20001252003	1252003	2000	1	3		2		3	4	1		3		1	5	22	15.5	59.2	-1	85,71
20001252010	1252010	2000	1	1	0	2	1	3	3	2	0	3	0	2	1	18	12	46.8	-1	76,19
20001252027	1252027	2000	1	2	1	2	1	4	3	2	4	1	3	5	3	31	12	59.8	-1	87,62
20001252034	1252034	2000	1	2	2	1	1	1	5	0		2	1		5	20	9	41.6	-1	93,33
20001252041	1252041	2000	1	1	2	1		1	3			3	1	0	2	14	0	0	-1	87,62
20001252058	1252058	2000	1	3	3	3	3	3	2	2	4	2	0	5	5	35	14	68.6	-1	95,24
20001252065	1252065	2000	1	0	3	0	1	3	3		1	4	3		2	20	13	51.2	-1	83,81
20001252072	1252072	2000	1	0	4	4	0	2	3	2	2	5	0	1	1	24	13.5	56.4	-1	60,95
20001252089	1252089	2000	1	1	1	2	1	2	2	2	1	3	1	0	5	21	13	52.2	-1	64,76
20001252096	1252096	2000	1	1	3	3	1	1	3	0	4	4	0	5	3	28	13.5	60.4	-1	93,33
20001252102	1252102	2000	1	1	0	2	1	1	3	1	3	3	0	0	5	20	10	44	-1	83,81
20001252119	1252119	2000	1	2	2	1	0	2	3	1		3	0	0	3	17	12	45.8	-1	80
20001252126	1252126	2000	1	1	2	3	1	0	1	5	1	1	0	2	5	22	14	55.6	-1	87,62
20001252133	1252133	2000	1	0	0	0	0	1	0	0	0	0	0	0	0	1	6.5	16.6	-1	30,48
20001252140	1252140	2000	1	2	3	3	3	4	5	5	1	5	2	4	5	42	14	75.6	-1	108,57
20001252157	1252157	2000	1	3	0	1	0	2	4			1	0	0	2	13	11.5	40.6	-1	70,48
20001252164	1252164	2000	1	2	4	1	1	2	2	1	4	4	3	3	5	32	14	65.6	-1	95,24
20001252171	1252171	2000	1	3	2	1	1	2	3	1	3	4	0	0	5	25	13	56.2	-1	87,62
20001252188	1252188	2000	0														0	0	-1	102,86
20001252195	1252195	2000	1	3	1	3	1	3	4	0	1	1	0	3	5	25	12	53.8	-1	91,43
20001252201	1252201	2000	1	2	1	1	1	1	1	0	1	0	0	0	2	10	10.5	35.2	-1	55,24
20001252218	1252218	2000	1	1	1	1	1	2	4			3	1	0	5	19	13.5	51.4	-1	91,43
20001252225	1252225	2000	1	3	1	1	0	0	3	1	2	1	0	1	5	18	9	39.6	-1	0
20001252232	1252232	2000	1	2	0	1	0	2	2			4	2	0	5	18	10.5	43.2	-1	0
20001252249	1252249	2000	1	3	1	1	0	2	2			2		0	3	14	8	33.2	-1	60,95
20001252256	1252256	2000	1	0	0	1						0			3	4	10.5	29.2	-1	0
20001252263	1252263	2000	1	5	2	1	1	3	4	3	5	5	3	5	5	42	9.5	64.8	-1	110,48
20001252270	1252270	2000	1	3	3	3	3	2	3	3	4	3	1	2	5	35	13	66.2	-1	93,33
20001252287	1252287	2000	1	2	2	3	1	4	3	3	3	3		5	4	33	11	59.4	-1	95,24
20001252294	1252294	2000	1	3	2	0	0	3	3	1	3	2	3	5	5	30	9.5	52.8	-1	80
20001252300	1252300	2000	1	2	1	0	3	3	2	3	0	2	0	0	3	19	12.5	49	-1	68,57
20001252317	1252317	2000	1	2	1	4	1	1	3	1	1	1	1	0	5	21	13.5	53.4	-1	83,81
20001252324	1252324	2000	1	2	1	1	0	4	3	1		5	0	0	1	18	14	51.6	-1	0
20001252331	1252331	2000	1									2			2	4	12.5	34	-1	72,38
20001252348	1252348	2000	1	4	2	3	3	3	4	2	3	3	1	0	5	33	14	66.6	-1	0
20001252355	1252355	2000	0														0	0	-1	97,14
20001252362	1252362	2000	1	2	5	2	3	2	3	3	4	5	0	5	5	39	12.5	69	-1	104,76
20001252379	1252379	2000	1	2	2	4	0	1	4	2	4	5	0	5	5	34	14	67.6	-1	97,14
20001252386	1252386	2000	1	2	3	3	1	2	2	2	3	5	2	3	5	33	16	71.4	-1	104,76
20001252393	1252393	2000	1	2	0	3	1	3	0	1		1	0	5	5	21	7.5	39	-1	91,43
20001252409	1252409	2000	1	2	2	2	1	1	2	1	1	3		0	5	20	14.5	54.8	-1	74,29
20001252416	1252416	2000	1	3	0	0	0	4	2			1		0	1	11	9.5	33.8	-1	49,52
20001252423	1252423	2000	1	4	2	4	1	1	3	3	4	5	0	5	5	37	13.5	69.4	-1	97,14
20001252430	1252430	2000	1	5	3	3	1	3	4	4	3	4		5		35	11.5	62.6	-1	0
20001252447	1252447	2000	1	2	0	3	1	5	3	5	1	3	0	5	5	33	15	69	-1	95,24
20001252454	1252454	2000	1	3	1	2	1	1	3	0	0	3	0	3	2	19	11.5	46.6	-1	0
20001252461	1252461	2000	1	4	1	2		4	3	4	2	5	0	5	5	35	15	71	-1	106,67
20001252478	1252478	2000	1	4	4	2	1	2	2	3	1	5	2	5	5	36	12.5	66	-1	85,71
20001252485	1252485	2000	1	4	4	4	3	2	3	4	2	3	1	5	2	37	11.5	64.6	-1	87,62
20001252492	1252492	2000	1	0	0	0	0	0	0		0	0	0			0	12	0	-1	0
20001252508	1252508	2000	1	1	1	1	0	2	2	0	0	3	4	0	1	15	11.5	42.6	-1	78,1
20001252515	1252515	2000	1	1	1	4	1	4	2	2	1	1	0	5	3	25	12.5	55	-1	93,33
20001252522	1252522	2000	1	1	1	3	1	2	1	2	1	2	0	5	5	24	12.5	54	-1	81,9
20001252539	1252539	2000	1	3	3	2	1	5	3	1	3	5	3	5	5	39	13	70.2	-1	108,57
20001252546	1252546	2000	1	1	0	3	1	1	1	1	0	2	0	0	2	12	15	48	-1	70,48
20001252553	1252553	2000	1	2	1	4	1	1	0	2	1	4	0	5	5	26	11	52.4	-1	81,9
20001252560	1252560	2000	1	1	0	2	0	3	2	2		3	1	3	4	21	11	47.4	-1	91,43
20001252577	1252577	2000	1	2	4	2	0	4	3	2		2	0	2	5	26	13	57.2	-1	100,95
20001252584	1252584	2000	1	1				3	3	0		1	2	0	5	15	12.5	45	-1	64,76
20001252591	1252591	2000	1	3	1	3	0	1	0	2	4	4	0	5	5	28	16.5	67.6	-1	112,38
20001252607	1252607	2000	1	3	0	1	1	1	1	3	0	3	1	0	1	15	11.5	42.6	-1	72,38
20001252614	1252614	2000	1	3	0	1	2	4	4	1	4	3	0	2	3	27	10	51	-1	85,71
20001252621	1252621	2000	1	5	4	2	1	1	5	1	4	4	1	3	5	36	12	64.8	-1	0
20001252638	1252638	2000	1	3	2	1	1	3	3	0	1	5	1	5	4	29	14.5	63.8	-1	91,43
20001252645	1252645	2000	1	5	5	3	1	4	2	2	2	3	3	0	2	32	11.5	59.6	-1	106,67
20001252652	1252652	2000	1	3	1	2	1	3	3	1	1	2	1	0	5	23	12	51.8	-1	76,19
20001252669	1252669	2000	1	4	1	2	1	2	3	4						17	15.5	54.2	-1	95,24
20001252676	1252676	2000	1	3	4	3	1	5	3	3	3	2	2	4	4	37	15.5	74.2	-1	106,67
20001252683	1252683	2000	1	1	0	0	1	5	2	0		3	0		5	17	13	48.2	-1	62,86
20001252690	1252690	2000	1	2	1	1	0	1	3	0	1	0	1	0	2	12	10	36	-1	0
20001252706	1252706	2000	1	2	2	3	1	3	3	4	0	5	0	5	5	33	13	64.2	-1	106,67
20001252713	1252713	2000	1	4	3	3	3	3	3	2	2	5		0	4	32	15.5	69.2	-1	108,57
20001252720	1252720	2000	1	3	0	3	1	4	3	2	3	1	2	5	5	32	11	58.4	-1	93,33
20001252737	1252737	2000	1	2	1	1	0	1	3	0		1	0	5	3	17	12.5	47	-1	70,48
20001252744	1252744	2000	1	1	1	1	1	1	1	0	3	0	0	0	5	14	12	42.8	-1	0
20001252751	1252751	2000	1	1	1	2	1	1	3							9	11.5	36.6	-1	0
20001252768	1252768	2000	1	3	1	4	3	5	3	2	3	4		1	3	32	12	60.8	-1	0
20001252775	1252775	2000	1	2	2	3	2	3	2	3	2	3	1	3	3	29	12.5	59	-1	93,33
20001252782	1252782	2000	1	3	3	4	1	3	1	3	2	0	0	5	3	28	12.5	58	-1	91,43
20001252799	1252799	2000	1	3	2	3	3	5	2	2	3	5	0	3	5	36	13	67.2	-1	110,48
20001252805	1252805	2000	1	1	1	1	3	3	2	1	5	3	0	0	5	25	14	58.6	-1	83,81
20001252812	1252812	2000	1	3	1	5	3	4	4	1	3	5	0	5	5	39	14	72.6	-1	106,67
20001252829	1252829	2000	1	3	2	1	1	2	5	0	1	2	0	0	5	22	10	46	-1	68,57
20001252836	1252836	2000	1	3	2	2	2	1	2	4	4	1	0	5	4	30	13.5	62.4	-1	93,33
20001252843	1252843	2000	1	5	3	2	1	4	2	1	4	5	3	3	5	38	13	69.2	-1	108,57
20001252850	1252850	2000	1	0	1	1	0	1	3	0	1	1	0	1	0	9	12.5	39	-1	0
20001252867	1252867	2000	1	2	1	3		4	4	3	2	1	1	5	5	31	14.5	65.8	-1	100,95
20001252874	1252874	2000	1	3	1	3	1	3	2	1	1	2	1	3	3	24	12	52.8	-1	85,71
20001252881	1252881	2000	1	1	1	1	1	4	1	4	0	3	0	3	5	24	8	43.2	-1	62,86
20001252898	1252898	2000	0														0	0	-1	87,62
20001252904	1252904	2000	1	1	0	1	1	1	1	1		0	0	0	1	7	10	31	-1	47,62
20001252911	1252911	2000	1	1	0	3	1	1	4	0	1	2	0	5	5	23	12	51.8	-1	57,14
20001252928	1252928	2000	1	0	0	0	0	1	1			1	0		0	3	7	19.8	-1	30,48
20001252935	1252935	2000	1	1	0	1	0	1	3	0	0	3	0	5	5	19	14.5	53.8	-1	0
20001252942	1252942	2000	1	0	0	0	0	1	1			3			3	8	0	0	-1	60,95
20001252959	1252959	2000	1	2		1	0	2			0	5	3	0	3	16	14	49.6	-1	0
20001252966	1252966	2000	1	0	1	0	2	3	3	2	0	4	1	5	2	23	13.5	55.4	-1	95,24
20001252973	1252973	2000	1					1				2		0	5	8	12	36.8	-1	85,71
20001252980	1252980	2000	1	0	2	0	1	3	4	1	2	1	1	0	2	17	15.5	54.2	-1	74,29
20001252997	1252997	2000	1	0	0	3	1	3	4	2	1	3	0	5	5	27	12	55.8	-1	93,33
20001253006	1253006	2000	1	0	0		0	2	4			2		0	3	11	12	39.8	-1	51,43
20001253013	1253013	2000	1	2	2	1	1	2	3	4	4	5	0	5	5	34	11.5	61.6	-1	97,14
20001253020	1253020	2000	1	3	2	2	1	2	1	4	2	3	0	5	5	30	11.5	57.6	-1	91,43
20001253037	1253037	2000	1	3	0	3	1	3	3	1	2	5	0	0	5	26	12	54.8	-1	100,95
20001253044	1253044	2000	1	2	2	2	2	2	3	3	4	5	0	1	1	27	16	65.4	-1	106,67
20001253051	1253051	2000	1		1	1	1	2	1	1	2	1	0	0	3	13	10.5	38.2	-1	81,9
20001253068	1253068	2000	1	2	1	0	1	2	1	1		1	0	0	1	10	11	36.4	-1	60,95
20001253075	1253075	2000	1		1	0	1	0	0			2			5	9	11.5	36.6	-1	59,05
20001253082	1253082	2000	1	2	0	0		3	4	1	0	2		0	5	17	12.5	47	-1	76,19
20001253099	1253099	2000	1	3	2	2	4	2	4	1	3	5		0	2	28	14	61.6	-1	97,14
20001253105	1253105	2000	1	3	1	3	1	2	3	2	0	4		5	5	29	13.5	61.4	-1	0
20001253112	1253112	2000	1	3	2	3	1	2	2	1	1	2	0	0	5	22	11	48.4	-1	80
20001253129	1253129	2000	1	3	0	1	0	1	2	3	0	2	0	0	3	15	12.5	45	-1	66,67
20001253136	1253136	2000	1	4	2	5	2	4	3	1	4	4	0	5	5	39	13.5	71.4	-1	104,76
20001253143	1253143	2000	1	4	4	3	3	2	3	4	3	5		5	3	39	13.5	71.4	-1	104,76
20001253150	1253150	2000	1	1	0	2	0	3	2	2	4	4	1	0	2	21	13	52.2	-1	91,43
20001253167	1253167	2000	1	1	2	1	0	3	3			4	0	0	1	15	11	41.4	-1	80
20001253174	1253174	2000	1	2	2	5	1	4	2	2		4	0	5	2	29	15.5	66.2	-1	81,9
20001253181	1253181	2000	1	4	3	3	3	4	4	1	4	4	4	5	2	41	14	74.6	-1	102,86
20001253198	1253198	2000	1	4	3	4	1	1	2	2		3		5	5	30	13	61.2	-1	83,81
20001253204	1253204	2000	1	2	0		0					2	1	0	0	5	7.5	23	-1	72,38
20001253211	1253211	2000	1	2	1	0	1	1	4	0	0	4	0	5	5	23	12.5	53	-1	59,05
20001253228	1253228	2000	1	2	2	1	0	0	1	0		3	0		2	11	13.5	43.4	-1	68,57
20001253235	1253235	2000	1	1	2	5	1	0	2	1	2	3	0	5	2	24	14	57.6	-1	72,38
20001253242	1253242	2000	1	1	3	1	1	2	2	3	2	5	1	0	3	24	12	52.8	-1	95,24
20001253259	1253259	2000	1	4	2	2	0	3	1	2		4	2	0	5	25	14.5	59.8	-1	102,86
20001253266	1253266	2000	1	1	1	1	1	3	4	1	2	4	0	0	5	23	14	56.6	-1	87,62
20001253273	1253273	2000	1	0	1	5	1	4	3	2	2	4	2	0	5	29	12.5	59	-1	78,1
20001253280	1253280	2000	1	3	1	2	1	2	2	1	1	3			5	21	14	54.6	-1	80
20001253297	1253297	2000	1	1	0	0	0	1	1	1	0	3	0	0	0	7	10	31	-1	38,1
20001253303	1253303	2000	1	1	1	0	1	0	0	2	2	3	0	0	3	13	16	51.4	-1	76,19
20001253310	1253310	2000	1	1	3	4	1	2	3	3	3	3	0	5	3	31	13.5	63.4	-1	99,05
20001253327	1253327	2000	1	3	4	2	1	1	4	2	2	5	2	2	2	30	13	61.2	-1	81,9
20001253334	1253334	2000	1	3	4	5	1	4	2	3	4	5	3	5	3	42	16	80.4	-1	95,24
20001253341	1253341	2000	1	1	0	1	1	1	1	0	1	5	0	0	2	13	10.5	38.2	-1	62,86
20001253358	1253358	2000	1	2	1	1	0	1	3	0	2	1	2	1	3	17	14	50.6	-1	93,33
20001253365	1253365	2000	1	3	1	0	1	3	2	0		2		0	5	17	10.5	42.2	-1	64,76
20001253372	1253372	2000	1	3	3	0	1	1	2	2	1	3	0		5	21	14.5	55.8	-1	70,48
20001253389	1253389	2000	1	2	0		1	2	3			3			3	14	11	40.4	-1	83,81
20001253396	1253396	2000	1	2	1	4	1	2	2	0	2	3	0	3	4	24	14	57.6	-1	70,48
20001253402	1253402	2000	1	0	2	0	0	3	1			0	0		1	7	8	26.2	-1	62,86
20001253419	1253419	2000	1	2	0	1	1	1	1	1	1	2	1	5	2	18	11	44.4	-1	93,33
20001253426	1253426	2000	1	2	2	1	0	2	3	2		3	0	1	5	21	8	40.2	-1	78,1
20001253433	1253433	2000	1	2	2	2	1	4	0	0		2	0	0	3	16	13.5	48.4	-1	78,1
20001253440	1253440	2000	1	2	1	5	4	2	3	4	3	5	0	0	5	34	12.5	64	-1	108,57
20001253457	1253457	2000	1	2	1	0	1	2	2	1	1	2	0	0	5	17	10	41	-1	66,67
20001253464	1253464	2000	1	4	2	3	1	2	2	2	2	2	0	0	5	25	12	53.8	-1	87,62
20001253471	1253471	2000	1	1		1	0	1	2	0	0	1	0	0	1	7	13	38.2	-1	49,52
20001253488	1253488	2000	1	1	1	3	1	3	4	0	1	1	1	0	5	21	12.5	51	-1	78,1
20001253495	1253495	2000	1	4	2	4	3	2	3	1	3	3	1	0	3	29	14	62.6	-1	91,43
20001253501	1253501	2000	1	3	2	3	1	3	4	0	1	4		2	5	28	10.5	53.2	-1	70,48
20001253518	1253518	2000	1	3	2	1	1	3	5	3	2	3	0	0	3	26	13	57.2	-1	81,9
20001253525	1253525	2000	1	5	4	5	3	3	3	4	4	5	1	0	5	42	13.5	74.4	-1	106,67
20001253532	1253532	2000	1	3	4	1	1	4	5	3	2	4	3	5	5	40	13	71.2	-1	104,76
20001253549	1253549	2000	1	1	0	3	0	2	3	0	0	1	0	0	3	13	11.5	40.6	-1	87,62
20001253556	1253556	2000	1	0	1	0	1	1	3			2	1			9	13	40.2	-1	0
20001253563	1253563	2000	1	3	1	3	1	3	2	3	3	1	2	5	5	32	12.5	62	-1	93,33
20001253570	1253570	2000	1	2	2	1	0	2	4	1	0	3	2	0	4	21	7.5	39	-1	78,1
20001253587	1253587	2000	1	1	2	1	1	1	4	1	2	3	0	0	2	18	12	46.8	-1	57,14
20001253594	1253594	2000	1	1	0			3	2			0			3	9	11	35.4	-1	74,29
20001253600	1253600	2000	1	1	4	1	1			2	1	3		5		18	13	49.2	-1	60,95
20001253617	1253617	2000	1	4	2	4	1	5	4	4	4	2	1	4	5	40	12	68.8	-1	95,24
20001253624	1253624	2000	1	2	0	1	1	3	1	0	2	3	0	0	2	15	12	43.8	-1	72,38
20001253631	1253631	2000	0														0	0	-1	0
20001253648	1253648	2000	1	1	4	1	1	5	3	2	1	0				18	15	54	-1	108,57
20001253655	1253655	2000	1	3	2	1	1	4	2	3	2	3	0	0	5	26	14	59.6	-1	97,14
